Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year
Elan,45 Impression,44,Europe,Croatia,157911,2015
Elan,45 Impression,44,Europe,Croatia,151837,2015
Elan,45 Impression,44,Europe,Croatia,145764,2015
Elan,45 Impression,44,Europe,Greece,170057,2015
Elan,50 Impression,50,Europe,Croatia,218616,2015
Elan,Impression 50,50,Europe,Croatia,212572,2015
Elan,50 Impression,50,Europe,Croatia,194325,2015
Elan,50 Impression,50,Europe,Greece,242939,2015
Grand Soleil,46 LC,47,Europe,Italy,508978,2015
Grand Soleil,46 LC,47,Europe,Spain,522319,2015
Grand Soleil,54,53,Europe,Italy,601275,2015
Hallberg-Rassy,412,41,Europe,Sweden,593119,2015
Hanse,385,37,USA,California,199000,2015
Hanse,415,40,Europe,Croatia,126571,2015
Hanse,415,40,Europe,Germany,166413,2015
Hanse,455,44,Caribbean,British Virgin Islands,279900,2015
Hanse,455,44,Caribbean,British Virgin Islands,279000,2015
Hanse,455,44,Europe,Croatia,166413,2015
Hanse,455,44,Europe,Croatia,174892,2015
Hanse,455,44,Europe,Croatia,163962,2015
Hanse,455,44,Europe,Cyprus,278735,2015
Hanse,505,50,Europe,Croatia,229092,2015
Hanse,505,50,Europe,Croatia,227117,2015
Hanse,505,50,Europe,Croatia,212572,2015
Hanse,505,50,Europe,Greece,327968,2015
Hanse,505,50,Europe,Spain,425144,2015
Jeanneau,Sun Odyssey 409,40,Europe,Croatia,145801,2015
Jeanneau,Sun Odyssey 409,40,Europe,Croatia,145156,2015
Jeanneau,Sun Odyssey 409,40,Europe,Croatia,139671,2015
Jeanneau,Sun Odyessy 41DS,40,USA,Florida,249900,2015
Jeanneau,Sun Odyssey 409,40,Europe,Greece,163984,2015
Jeanneau,Sun Odyssey 409,40,Caribbean,Saint Lucia,135000,2015
Jeanneau,Sun Odyssey 409,40,Europe,Spain,144549,2015
Jeanneau,Sun Odyssey 409,40,Europe,Spain,139726,2015
Jeanneau,Sun Odyssey 409,40,Europe,United Kingdom,210526,2015
Jeanneau,Sun Odyssey 439,43,Europe,France,217401,2015
Jeanneau,Sun Odyssey 469,46,Europe,Greece,212572,2015
Jeanneau,Sun Odyssey 469,46,Europe,Spain,210142,2015
Jeanneau,469,47,USA,Florida,299000,2015
Jeanneau,Sun Odyssey 50 DS,49,Europe,Spain,239817,2015
Jeanneau,Sun Odyssey 509,50,Caribbean,British Virgin Islands,209000,2015
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,224719,2015
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,218038,2015
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,217431,2015
Jeanneau,Sun Odyssey 509,50,USA,Florida,350000,2015
Jeanneau,Sun Odyssey 509,50,Europe,Greece,267233,2015
Jeanneau,Sun Odyssey 509,50,Europe,Greece,241725,2015
Jeanneau,Sun Odyssey 509,50,Europe,Greece,236866,2015
Jeanneau,Sun Odyssey 509,50,Europe,Greece,217431,2015
Jeanneau,Sun Odyssey 509,50,Europe,Greece,209900,2015
Jeanneau,53,53,Europe,Italy,370482,2015
Jeanneau,53,53,Europe,Italy,249023,2015
Jeanneau,Sun Odyssey 53,53,USA,Washington,389500,2015
Jeanneau ,Sun Odyssey 469,46,Caribbean,Antigua and Barbuda,182271,2015
Jeanneau ,Sun Odyssey 469,46,Caribbean,Sint Maarten (Dutch part),295000,2015
Jeanneau ,Sun Odyssey 509,50,Caribbean,British Virgin Islands,199000,2015
Jeanneau ,Sun Odyssey 509,50,Caribbean,British Virgin Islands,189000,2015
Morris,M42X,42,USA,Maine,795000,2015
Oyster,475,48,USA,Rhode Island,799000,2015
Oyster,545,54,Europe,United Kingdom,1259040,2015
Passport,545 Aft Cockpit,54,USA,Maryland,895000,2015
Salona,S41,41,USA,Florida,230000,2015
Vismara,V50 DS,50,Europe,Italy,668083,2015
X-Yachts,Xc 38,38,USA,California,350000,2015
X-Yachts,Xp 44,44,Europe,Malta,516246,2015
Bavaria,41 Cruiser,40,Europe,Germany,180990,2016
Bavaria,41 Cruiser,40,Europe,Spain,205256,2016
Bavaria,Cruiser 46,46,Europe,Croatia,212626,2016
Bavaria,Vision 46,46,Europe,Greece,334126,2016
Bavaria,Cruiser 46,46,Europe,Greece,155660,2016
Bavaria,Cruiser 46,46,Europe,Italy,210142,2016
Bavaria,Cruiser 46 Style,46,Europe,United Kingdom,279720,2016
Bavaria,51 Cruiser,49,Europe,Croatia,242939,2016
Bavaria,51 Cruiser,49,Europe,Germany,298815,2016
Bavaria,51 Cruiser,49,Europe,Italy,224719,2016
Bavaria,51 Cruiser,49,Europe,Spain,255086,2016
Bavaria ,Cruiser 46,46,Caribbean,British Virgin Islands,234000,2016
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,119000,2016
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,115000,2016
Beneteau,Oceanis 38,38,USA,California,199000,2016
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,159000,2016
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,149000,2016
Beneteau,Oceanis 41,40,Caribbean,Martinique,253837,2016
Beneteau,Moorings 42.3,42,Caribbean,British Virgin Islands,70000,2016
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,199000,2016
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,159000,2016
Beneteau,Oceanis 45,45,Europe,Croatia,255052,2016
Beneteau,Oceanis 45,45,Europe,Greece,206308,2016
Beneteau,Oceanis 45,45,Caribbean,Martinique,321895,2016
Beneteau,Oceanis 48,48,USA,California,389000,2016
Beneteau,Oceanis 48,48,USA,Texas,375000,2016
Beneteau,Oceanis 48,48,Europe,Turkey,340115,2016
Beneteau,Oceanis 48,48,USA,Virginia,397500,2016
Beneteau,Oceanis 55,55,Europe,Greece,504099,2016
Beneteau,Oceanis 55,55,Europe,Turkey,479805,2016
Beneteau ,Moorings 43.5,44,Caribbean,British Virgin Islands,79000,2016
Beneteau ,Oceanis 45,45,Caribbean,British Virgin Islands,194000,2016
Beneteau ,Oceanis 45,45,Caribbean,British Virgin Islands,160000,2016
Catalina,445,44,USA,Virginia,329500,2016
Dehler,42,42,Europe,Germany,255086,2016
Dehler,42,42,Europe,Germany,241692,2016
Dufour,412,40,Caribbean,British Virgin Islands,169000,2016
Dufour,412,40,Caribbean,British Virgin Islands,159000,2016
Dufour,410 GL,40,Europe,Croatia,139690,2016
Dufour,412 GL,40,Europe,France,168843,2016
Dufour,412,40,Europe,Italy,202827,2016
Dufour,412 GL,40,Europe,Italy,163984,2016
Dufour,412 GL,40,Europe,Malta,167605,2016
Dufour,412 GL,40,Caribbean,Puerto Rico,199900,2016
Dufour,460 GL,46,Europe,Croatia,241786,2016
Dufour,460,46,Europe,Croatia,204121,2016
Dufour,460 GL,46,Europe,Croatia,204069,2016
Dufour,460 GL,46,Europe,Croatia,194401,2016
Dufour,460 GL,46,Europe,Croatia,188278,2016
Dufour,460,46,Europe,Croatia,172531,2016
Dufour,460 GL,46,Europe,France,279380,2016
Dufour,460 GL,46,Europe,Italy,217486,2016
Dufour,460 GL,46,Europe,Italy,211965,2016
Dufour,460,46,Europe,Italy,208720,2016
Dufour,460,46,Europe,Italy,207713,2016
Dufour,460 GL,46,Europe,Spain,291527,2016
Dufour,460 GL,46,Europe,Spain,206429,2016
Dufour,460,46,Europe,Spain,206377,2016
Dufour,512 GL,50,Europe,Italy,267233,2016
Dufour,512 GL,50,Europe,Spain,376556,2016
Dufour,56 Exclusive,56,Europe,Italy,421500,2016
Elan,Impression 40,39,Europe,Croatia,151837,2016
Elan,40 Impression ,39,Europe,Croatia,144586,2016
Elan,Impression 40,39,USA,Georgia,275000,2016
Elan,Impression 45,44,Europe,Croatia,182204,2016
Elan,45 Impression,44,Europe,Croatia,163984,2016
Elan,45 Impression,44,Europe,Croatia,154266,2016
Elan,Impression 45,44,Europe,Turkey,217431,2016
Grand Soleil,43 Maletto - GS 43,43,Europe,Italy,352276,2016
Grand Soleil,46 LC,47,Europe,Italy,522452,2016
Hanse,415,40,Caribbean,British Virgin Islands,204500,2016
Hanse,415,40,Europe,Croatia,206551,2016
Hanse,415,40,Europe,United Kingdom,239849,2016
Hanse,455,44,Europe,Italy,340115,2016
Hanse,455,44,Europe,Italy,297601,2016
Hanse,505,50,Europe,Croatia,264768,2016
Hanse,505,50,Europe,France,412941,2016
Hanse,505,50,Europe,Italy,321895,2016
Jeanneau,Sun Odyssey 389,38,Europe,Croatia,132402,2016
Jeanneau,Sun Odyssey 389,38,USA,Florida,165000,2016
Jeanneau,Sun Odyssey 389,38,USA,Florida,155000,2016
Jeanneau,Sun Odyssey 389,38,Europe,France,182192,2016
Jeanneau,Sun Odyssey 389,38,Europe,Germany,155481,2016
Jeanneau,Sun Odyssey 41DS,40,Europe,United Kingdom,239849,2016
Jeanneau,Sun Odyssey 419,41,Europe,France,205284,2016
Jeanneau,Sun Odyssey 419,41,USA,New York,220000,2016
Jeanneau,Sun Odyssey 419,41,Europe,Turkey,199889,2016
Jeanneau,Sun Odyssey 44 DS,44,Europe,Spain,261160,2016
Jeanneau,Sun Odyssey 44 DS,44,Europe,United Kingdom,293043,2016
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,206498,2016
Jeanneau,Sun Odyssey 449,45,Europe,France,230792,2016
Jeanneau,Sun Odyssey 449,45,Europe,France,224785,2016
Jeanneau,Sun Odyssey 449,45,Europe,United Kingdom,261122,2016
Jeanneau,Sun Odyssey 479,46,Caribbean,British Virgin Islands,189000,2016
Jeanneau,Sun Odyssey 479,46,Caribbean,British Virgin Islands,184999,2016
Jeanneau,Sun Odyssey 469,46,Caribbean,British Virgin Islands,45000,2016
Jeanneau,Sun Odyssey 479,46,Europe,Greece,267233,2016
Jeanneau,Sun Odyssey 479,46,Europe,Greece,224719,2016
Jeanneau,Sun Odyssey 519,51,Europe,Croatia,285454,2016
Jeanneau,Sun Odyssey 519,51,Europe,Croatia,279137,2016
Jeanneau,Sun Odyssey 519,51,Europe,Greece,363194,2016
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Puerto Rico,629000,2016
Jeanneau,Sun Odyssey 54 DS,55,USA,Rhode Island,600000,2016
Jeanneau,Sun Odyssey 54 DS,55,USA,Washington,599999,2016
Jeanneau ,Sun Odyssey 479,46,Caribbean,British Virgin Islands,199000,2016
Jeanneau ,Sun Odyssey 519,51,Caribbean,British Virgin Islands,259000,2016
Maxi,1200,40,Europe,Italy,267233,2016
Moody,54,54,USA,California,919000,2016
Nautor,Swan ClubSwan 50,50,Europe,Italy,1214531,2016
Nautor,Swan 54,54,Europe,France,1579105,2016
Vismara,V50 Mills,50,Europe,Italy,753112,2016
Wauquiez,Pilot Saloon 48,48,Europe,United Kingdom,757770,2016
X-Yachts,Xp 44,44,USA,Connecticut,575000,2016
X-Yachts,XP50,50,Europe,Spain,734921,2016
Alubat,Ovni 395,41,Europe,France,412941,2017
Azuree,46,46,Europe,Spain,479927,2017
Bavaria,41 Cruiser,40,Europe,Croatia,225722,2017
Bavaria,41 Cruiser,40,Europe,Croatia,217127,2017
Bavaria,41 Cruiser,40,Europe,Croatia,164026,2017
Bavaria,41 Cruiser,40,Europe,Croatia,163984,2017
Bavaria,41 Cruiser,40,Europe,Germany,185849,2017
Bavaria,Cruiser 46,46,Europe,Croatia,210142,2017
Bavaria,Cruiser 46,46,Europe,Croatia,200425,2017
Bavaria,Cruiser 46,46,Europe,Germany,202101,2017
Bavaria,Cruiser 46,46,Europe,Greece,211965,2017
Bavaria,Cruiser 46,46,Europe,Greece,211357,2017
Bavaria,Cruiser 46,46,Europe,Greece,200425,2017
Bavaria,Cruiser 46,46,Europe,Greece,161596,2017
Bavaria,Cruiser 46S,46,Europe,United Kingdom,299705,2017
Bavaria,51 Cruiser,49,Europe,Croatia,350744,2017
Bavaria,51 Cruiser,49,Europe,Croatia,342393,2017
Bavaria,51 Cruiser,49,Europe,Croatia,255086,2017
Bavaria,51 Cruiser,49,Europe,Italy,236866,2017
Bavaria,51 Cruiser Style,49,Europe,Spain,326418,2017
Bavaria,56 Cruiser,54,Europe,Monaco,734791,2017
Beneteau,Oceanis 38,37,USA,California,205000,2017
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,159000,2017
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,139000,2017
Beneteau,Oceanis 38,38,USA,California,220000,2017
Beneteau,Oceanis 38,38,USA,South Carolina,199900,2017
Beneteau,Oceanis 38.1,38,Europe,United Kingdom,193179,2017
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,159995,2017
Beneteau,41.1,40,Europe,Croatia,156675,2017
Beneteau,Oceanis 41.1,40,USA,Louisiana,274000,2017
Beneteau,Oceanis 45,45,Europe,Croatia,285526,2017
Beneteau,Oceanis 45,45,Europe,Croatia,241786,2017
Beneteau,Oceanis 45,45,Europe,Italy,278165,2017
Beneteau,Oceanis 45,45,Europe,Portugal,193137,2017
Beneteau,Oceanis 45,45,Europe,Spain,182251,2017
Beneteau,Oceanis 45,45,USA,Washington,349000,2017
Beneteau,Oceanis 48,48,Europe,Croatia,290324,2017
Beneteau,Oceanis 55,55,Europe,Italy,484664,2017
Beneteau ,Oceanis 45,45,Caribbean,Martinique,322012,2017
Beneteau ,Oceanis 48,48,Caribbean,British Virgin Islands,289000,2017
Boreal,47,47,Europe,France,719100,2017
B-Yachts,Brenta B42,42,Europe,Spain,546613,2017
Catalina,425,43,USA,Virginia,315000,2017
Contest,42CS,45,Europe,Netherlands,728846,2017
Dehler,46,47,USA,Washington,419000,2017
Dufour,460 GL,46,Europe,Croatia,230792,2017
Dufour,460 Performance,46,Europe,Croatia,218524,2017
Dufour,460 GL,46,Europe,Greece,243001,2017
Dufour,460 GL,46,Europe,Hungary,364409,2017
Dufour,460,46,Europe,Italy,264804,2017
Dufour,460 GL,46,Europe,Spain,291527,2017
Dufour,512 GL ,50,Europe,Croatia,518432,2017
Elan,Impression 40,39,Europe,Croatia,206490,2017
Elan,40 Impression,39,Europe,Croatia,157668,2017
Elan,40 E5,39,Europe,Italy,206551,2017
Elan,45 Impression,44,Europe,Croatia,194108,2017
Elan,Impression 45,44,Europe,Croatia,176131,2017
Elan,45 Impression ,44,Europe,Croatia,169865,2017
Elan,Impression 45,44,Europe,Slovenia,216216,2017
Elan,Impression 50,50,Europe,Croatia,273270,2017
Elan,50,50,Europe,Croatia,270877,2017
Elan,50 Impression,50,Europe,Croatia,265982,2017
Elan,Impression 50,50,Europe,Croatia,261124,2017
Elan,50 Impression,50,Europe,Croatia,257481,2017
Elan,Impression 50,50,Europe,Croatia,255052,2017
Grand Soleil,43 Maletto,43,Europe,Italy,370482,2017
Hallberg-Rassy,44,47,Europe,Turkey,722928,2017
Hanse,415,40,Caribbean,British Virgin Islands,189000,2017
Hanse,455,44,Europe,Croatia,317296,2017
Hanse,455,44,Europe,Croatia,300637,2017
Hanse,455,44,Europe,Croatia,265982,2017
Hanse,455,44,Europe,Croatia,253837,2017
Hanse,455,44,Europe,Croatia,245335,2017
Hanse,455,44,Europe,Croatia,245335,2017
Hanse,455,44,Europe,Croatia,218616,2017
Hanse,455,44,Europe,Croatia,217401,2017
Hanse,455,44,Europe,Croatia,200484,2017
Hanse,455,44,Europe,Ireland,338900,2017
Hanse,455,44,USA,Maryland,329500,2017
Hanse,455,44,Europe,Spain,321895,2017
Hanse,455,44,Europe,Spain,297560,2017
Hanse,455,44,Europe,Turkey,291487,2017
Hanse,505,50,Europe,Croatia,334042,2017
Hanse,505,50,Europe,Greece,321895,2017
Hanse,505,50,Europe,Spain,327362,2017
Hanse,588,56,Europe,Malta,722646,2017
Jeanneau,Sun Odyssey 389,38,Europe,France,191922,2017
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,139000,2017
Jeanneau,Sun Odyssey 419,41,Europe,Italy,180990,2017
Jeanneau,Sun Odyssey 419,41,USA,Texas,259000,2017
Jeanneau,Sun Odyssey 419,41,Europe,United Kingdom,226487,2017
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,205822,2017
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,205770,2017
Jeanneau,Sun Odyssey 449,45,USA,Florida,199000,2017
Jeanneau,Sun Odyssey 479,46,Europe,Croatia,334055,2017
Jeanneau,Sun Odyssey 479,46,Europe,Croatia,297601,2017
Jeanneau,51,51,Europe,France,406923,2017
Jeanneau,Sun Odyssey 519,51,Europe,France,360765,2017
Jeanneau,Sun Odyssey 519,51,Europe,Greece,354691,2017
Jeanneau,51,51,Europe,Italy,499619,2017
Jeanneau,Sun Odyssey 519,51,Europe,Spain,253872,2017
Jeanneau,51,51,Europe,United Kingdom,433003,2017
Jeanneau,Sun Odyssey 519,51,USA,Virginia,450000,2017
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,British Virgin Islands,618000,2017
Jeanneau,Sun Odyssey 54 DS,55,USA,Maryland,579000,2017
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,501081,2017
Jeanneau,Sun Odyssey 54 DS,55,Europe,United Kingdom,599687,2017
Jeanneau,Sun Odyssey 54 DS,55,Europe,United Kingdom,512942,2017
Jeanneau ,Sun Odyssey 519,51,Caribbean,Grenada,420000,2017
Najad,505,50,Europe,Croatia,761701,2017
Nautor,Swan 50,50,Europe,France,1311872,2017
Oyster,475,48,USA,South Carolina,849000,2017
Solaris,50,50,Europe,Italy,886728,2017
Tartan,4300,43,USA,Florida,485000,2017
Wauquiez,Pilot Saloon 48,48,Europe,France,691190,2017
Wauquiez,Pilot Saloon 48,48,Europe,France,642600,2017
X-Yachts,XP50,50,Europe,Italy,727632,2017
Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,255000,2018
Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,229000,2018
Bavaria,41 Cruiser,40,Europe,Germany,205256,2018
Bavaria,41 Cruiser,40,Europe,Germany,200425,2018
Bavaria,45 Cruiser,44,Europe,Greece,267301,2018
Bavaria,C45 Holiday,45,Europe,Croatia,334126,2018
Bavaria,Cruiser 46,46,Europe,Croatia,212572,2018
Bavaria,Cruiser 46,46,Europe,Greece,218701,2018
Bavaria,Cruiser 46,46,Europe,Italy,274278,2018
Bavaria,Cruiser 46,46,Europe,Italy,205284,2018
Bavaria,51 Cruiser,49,Europe,Italy,230792,2018
Beneteau,Oceanis 38,38,Caribbean,Belize,179000,2018
Beneteau,Oceanis 38.1,38,Europe,Croatia,127422,2018
Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,169999,2018
Beneteau,Oceanis 41,40,Caribbean,Bahamas,169999,2018
Beneteau,Oceanis 41.1,40,Caribbean,Bahamas,129999,2018
Beneteau,Oceanis 41,40,Caribbean,Bahamas,129999,2018
Beneteau,Oceanis 41.1,40,Europe,France,261160,2018
Beneteau,Oceanis 41.1,40,Europe,Greece,212543,2018
Beneteau,Oceanis 45,45,Europe,Italy,255052,2018
Beneteau,Oceanis 45,45,USA,Michigan,388000,2018
Beneteau,Oceanis 48,48,Europe,Croatia,258839,2018
Beneteau,Oceanis 51.1,51,Europe,Italy,479824,2018
Beneteau,Oceanis 51.1,51,Europe,Italy,394792,2018
Beneteau,Sense 51,51,Europe,Turkey,655962,2018
Beneteau,Oceanis 55.1,55,Europe,France,637716,2018
Beneteau ,Oceanis 48,48,Caribbean,British Virgin Islands,275000,2018
Catalina,445,44,USA,New Jersey,374900,2018
Dehler,42,42,Europe,Netherlands,361980,2018
Dehler,46,46,Europe,Netherlands,460370,2018
Dehler,46,46,Europe,Netherlands,460370,2018
Discovery,55,55,Europe,United Kingdom,1885229,2018
Dufour,412,40,Caribbean,British Virgin Islands,229000,2018
Dufour,412,40,Europe,France,261124,2018
Dufour,460 GL,46,Europe,Germany,399659,2018
Dufour,460 GL,46,Europe,Italy,372982,2018
Dufour,460 GL,46,Europe,Turkey,255086,2018
Dufour,520,50,Europe,France,498026,2018
Dufour,520 GL,50,Europe,France,483449,2018
Dufour, 520 GL Owner Version,50,Europe,Germany,480196,2018
Dufour,520,50,Europe,Greece,388703,2018
Dufour,520,50,Europe,Italy,338723,2018
Dufour,520 GL,50,Europe,Malta,425144,2018
Dufour,520,50,Caribbean,Martinique,400996,2018
Elan,40 Impression,39,Europe,Croatia,180990,2018
Elan,GT5,43,Europe,Malta,339872,2018
Elan,Impression 45,44,USA,Florida,375000,2018
Elan,Impression 45,44,Europe,Greece,255086,2018
Elan,50 Impression,50,Europe,Croatia,278165,2018
Hanse,415,40,USA,Massachusetts,259000,2018
Hanse,418,41,Europe,Croatia,163741,2018
Hanse,418,41,Europe,Spain,278165,2018
Hanse,455,44,Europe,Croatia,241725,2018
Hanse,455,44,Europe,Germany,264804,2018
Hanse,455,44,Europe,Spain,291487,2018
Hanse,548,54,USA,California,746498,2018
Hanse,548,54,Europe,United Kingdom,632851,2018
J Boats,J 122,40,USA,Louisiana,440000,2018
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,165000,2018
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018
Jeanneau,Sun Odyssey 419,41,USA,California,279900,2018
Jeanneau,Sun Odyssey 419,41,Europe,Croatia,166413,2018
Jeanneau,Sun Odyssey 419,41,Europe,France,216216,2018
Jeanneau,Sun Odyssey 419,41,Europe,Greece,223829,2018
Jeanneau,Sun Odyssey 419,41,Europe,Italy,163984,2018
Jeanneau,Sun Odyssey 419,41,USA,Virginia,260000,2018
Jeanneau,Sun Odyssey 440,42,Europe,Greece,393034,2018
Jeanneau,Sun Odyssey 440,42,Europe,Greece,261170,2018
Jeanneau,Sun Odyssey 440,42,Europe,Italy,297560,2018
Jeanneau,Sun Odyssey 440,42,Europe,Italy,291539,2018
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,189467,2018
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,173822,2018
Jeanneau,Sun Odyssey 479,46,Europe,Greece,242939,2018
Jeanneau,Sun Odyssey 519,51,Caribbean,British Virgin Islands,545950,2018
Jeanneau,Sun Odyssey 519,51,Europe,Italy,325539,2018
Jeanneau,Sun Odyssey 519,51,Europe,Spain,303674,2018
Jeanneau,Sun Odyssey 519,51,USA,Texas,499999,2018
Jeanneau,51,51,Europe,Turkey,423929,2018
Jeanneau,Sun Odyssey 54 DS,55,Europe,France,649863,2018
Jeanneau,Sun Odyssey 54 DS,55,USA,Maryland,575000,2018
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,594010,2018
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,593926,2018
Salona,S380,38,Europe,Italy,240571,2018
Salona,44,44,Europe,France,394723,2018
Tartan,4300,43,USA,Rhode Island,497000,2018
Wauquiez,Pilot Saloon 42,42,Europe,Netherlands,583078,2018
X-Yachts,X 4.3,43,Europe,Croatia,388718,2018
Bavaria,41 Cruiser,40,Europe,Germany,205284,2019
Bavaria,45 Cruiser,44,Europe,Spain,394776,2019
Bavaria,C45 Holiday,45,Europe,Germany,320761,2019
Bavaria,C45 Holiday,45,Europe,Germany,301321,2019
Bavaria,Cruiser 46,46,Europe,Germany,253872,2019
Bavaria,Cruiser 46,46,Europe,Germany,223504,2019
Bavaria,51 Cruiser,49,Europe,Germany,321895,2019
Beneteau,Oceanis 38.1,38,USA,California,254000,2019
Beneteau,Oceanis 38.1,38,Europe,France,163984,2019
Beneteau,Oceanis 38.1,38,Caribbean,Mexico,289000,2019
Beneteau,Oceanis 45,45,USA,California,459000,2019
Beneteau,Oceanis 46.1,47,Europe,Croatia,302459,2019
Beneteau,Oceanis 46,47,Europe,Greece,285454,2019
Beneteau,Oceanis 46.1,47,USA,New York,469000,2019
Beneteau,Oceanis 46.1,47,Europe,Spain,467004,2019
Beneteau,Oceanis 46.1,47,Europe,Turkey,340115,2019
Beneteau,Oceanis 51.1,51,Europe,France,510172,2019
Beneteau,Oceanis 51.1,51,Europe,France,363209,2019
Beneteau,Oceanis 51.1,51,Europe,Greece,443382,2019
Beneteau,Oceanis 51.1,51,Europe,Greece,400850,2019
Beneteau,Oceanis 55.1,55,Europe,France,759185,2019
Beneteau,Oceanis 55.1,55,Europe,France,704524,2019
Dehler,46,46,Europe,Croatia,498045,2019
Dufour,390,39,Europe,Croatia,217486,2019
Dufour,390,39,Europe,Italy,204121,2019
Dufour,412 GL,40,Europe,Italy,228363,2019
Dufour,412,40,Europe,Italy,216187,2019
Dufour,412 GL,40,Europe,United Kingdom,216502,2019
Dufour,430 GL,43,Europe,Croatia,239295,2019
Dufour,430 GL,43,Europe,Germany,337186,2019
Dufour,430 GL,43,Europe,Italy,267233,2019
Dufour,430,43,Europe,Turkey,267233,2019
Dufour,430 GL,43,Europe,Turkey,255086,2019
Dufour,460,46,USA,California,469000,2019
Dufour,460 GL,46,Europe,Croatia,321895,2019
Dufour,460,46,Europe,Italy,321895,2019
Dufour,460 GL,46,Europe,Turkey,327968,2019
Dufour,520,50,Europe,France,484664,2019
Dufour,520 GL,50,Europe,Italy,451806,2019
Elan,40 Impression,39,Europe,Croatia,175933,2019
Elan,40 Impression,39,Europe,Croatia,175888,2019
Elan,50,50,Europe,Croatia,335256,2019
Hanse,388,37,Europe,Croatia,179775,2019
Hanse,418,41,Europe,Spain,278981,2019
Hanse,508,50,Europe,Croatia,352019,2019
Hanse,508,50,Europe,Croatia,321166,2019
Hanse,548,54,Europe,Croatia,467415,2019
Hanse,548,54,Europe,Croatia,464986,2019
Jeanneau,Sun Odyssey 389,38,Europe,Turkey,218645,2019
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,189000,2019
Jeanneau,Sun Odyssey 409,40,Europe,Croatia,236926,2019
Jeanneau,Sun Odyssey 419,41,Caribbean,British Virgin Islands,195000,2019
Jeanneau,Sun Odyssey 419,41,USA,California,297000,2019
Jeanneau,Sun Odyssey 410,41,Europe,Italy,249013,2019
Jeanneau,Sun Odyssey 440,42,Caribbean,British Virgin Islands,319782,2019
Jeanneau,Sun Odyssey 440,42,USA,Florida,425000,2019
Jeanneau,Sun Odyssey 440,42,Europe,France,326709,2019
Jeanneau,Sun Odyssey 440,44,Europe,Croatia,255052,2019
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,309760,2019
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,309748,2019
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,291527,2019
Jeanneau,Sun Odyssey 490,48,Europe,Ireland,423929,2019
Jeanneau,Sun Odyssey 49 Owners Version,49,Europe,Croatia,301245,2019
RM Yachts,RM 12.70,40,Europe,France,406868,2019
RM Yachts,RM 1270,42,Europe,France,406923,2019
Southerly,48,48,Europe,United Kingdom,1192424,2019
X-Yachts,X4,43,Europe,United Kingdom,546613,2019
X-Yachts,X4.6,46,Europe,Portugal,570907,2019
